id,recipename_id,NumStep,StepDesc
1123,231,4,"Transfer the pasta and sauce to a shallow bowl, top with the cheese, taste for seasoning, and eat!"
1124,232,1,"Preheat oven to 180°C. In a bowl combine chestnut flour and water; stir till you have a smooth mixture (neither too thick not too runny). To be sure not to make the mixture too liquid, add water a little at a time. You may need more or less water than 1 1/2 cup, so be careful, because this is a very important step. Stir in 2/3 cup of raisins."
1125,232,2,"Grease a baking pan with a little oil and pour the chestnut mixture. Sprinkle the top with rosemary, pinenuts, walnuts and the remaining raisins. Drizzle some extra oil and bake for about 30 minutes. Castagnaccio is ready when the surface cracks."
1126,233,1,"Combine the raspberries and agave nectar in a medium pot. Smash the raspberries with a potato masher or the bottom of a ramekin. Add the lemon zest and juice, water, and Prosecco. Layer the mint leaves and twist them, tearing them a bit, in your fingers and add to the pot along with a pinch of salt. Bring to a boil and reduce to a simmer. Simmer for 3-4 minutes or until the raspberries have completely broken down into a liquid. Remove from the heat and cool to room temperature."
1127,233,2,"Whip a egg white until it multiplies a few times in volume and its peaks hold, but still soft and a little droopy."
1128,233,3,"Strain the cooled raspberry syrup through a chinoise or similar sized mesh strainer to remove all the seeds, the zest and the mint. Add the whipped egg white and completely incorporate with a whisk. It's not necessary to be gentle with folding it in since it's not for a non-chemical leavener. The egg white (along with the Prosecco) is there strictly to give the granita a silky texture and to keep it from freezing too solidly. It does the same thing for sorbets and is especially useful when the recipe doesn't call for alcohol."
1129,233,4,"Pour into a baking pan big enough for the liquid to be 1""-2"" deep. Pop it in the freezer for 2 hours. It will be partially frozen at that point, especially around the edges. With a spoon, mix the frozen part with the non-frozen part for a homogenous semi-liquid granita. Put back in the freezer for another 2 - 3 hours, checking every hour."
1130,233,5,"Before serving, place the bowls you will use for it in the freezer for at least 30 minutes. Scoop the Raspberry Italian Ice into the bowls using a spoon or ice cream scooper."
1131,233,6,"Eat, relax, savor."
1132,233,7,"Note: This has a much ""creamier"" texture than a granita, so using a fork to break it up won't have the same result. But It will still have more of the crunchiness of a granita vs the smoothness of a sorbet."
1133,234,1,Have all the ingredients for this recipe prepared and ready to cook before beginning. Bring about 3 quarts of water to a boil and have it ready for the pasta.
1134,234,2,"Cut the asparagus into lengths about 2 inches long. If the stalks are thick, cut them in half or quarter them. Leave the tips in tact. Heat the butter in a large, deep skillet and add the asparagus pieces, salt, and pepper to taste. Cook for 4 to 5 minutes, or until crisp-tender and lightly browned. Transfer the asparagus to a plate and reserve."
1135,234,3,"In the same pan, add the oil and garlic. Cook until lightly browned and remove and discard garlic. Add the tomatoes, parsley, basil, salt and pepper to taste. Cook, stirring, for about 10 minutes."
1136,234,4,"Meanwhile, add the pasta and salt to the water and, when it returns to a boil, cook for about 7 minutes or until tender. Do not overcook."
1137,234,5,"Just before the pasta is done, turn off the heat under the tomatoes and add the beaten eggs, stirring vigorously so that they blend without curdling. Do not boil the sauce after the eggs are added. (If you are nervous about curdling the eggs, you may temper them in, by stirring a ladleful of the hot tomato sauce into the eggs, then whisking the mixture back into the pan.)"
1138,234,6,Add the asparagus to the tomato sauce and stir to blend.
1139,234,7,"Drain the pasta immediately. Add the tomato sauce and asparagus, and toss with half the cheese. Serve piping hot with the remaining cheese on the side."
1140,235,1,"Cook pasta according to package directions. When fusilli is done, drain in a colander and chill under cold running water. Drain again."
1141,235,2,"In a large bowl, stir together Dijon mustard, red wine vinegar, honey, olive oil, sea salt, and pepper. Add chicken, pears, blue cheese, basil leaves, and fusilli. Toss and serve."
1142,236,1,"In a very large saute pan, saute the garlic and shallots in the olive oil until everything softens up.  Add the oregano, fennel, salt, pepper and crushed red pepper flakes.  Give it all a couple of stirs and then add the wine. Lower the heat while you bring the chicken stock up to a boil in a separate pot."
1143,236,2,"Cook the pasta  in the broth just short of al dente.  Drain, reserving about 2 cups of the broth for finishing the dish"
1144,236,3,"Turn the heat up to high on your saute pan and when everything starts bubbling add the pasta.  While stirring the pasta, add the spinach leaves a handful at a time along with some of the chicken broth.  Keep stirring and alternating spinach and broth until the spinach has wilted.  Depending on how loose you want the dish, you may not need all the broth."
1145,236,4,Stir in the feta and green onions.  Serve immediately.
1146,237,1,"For the eggs, place a cooling rack or steamer insert (I used my tamis) in the bottom of a large pot or deep baking pan, fill with hot water, insert a fry thermometer, and place on stove over medium heat. Bring temperature to 140 to 145 ℉ degrees, then turn the heat to the lowest setting possible and add eggs (still in their shells). They must stay on the rack and not touch the bottom of the pan.  Maintain the temperature within this range, checking frequently and adjusting the flame as needed, and cook the eggs for 40-45 minutes.  We were lucky, our combination of using a large Le Creuset dutch oven, the tamis, and the lowest possible flame on the range kept the temperature just over 140 ℉ with very little babysitting. Test an egg after 40 minutes by cracking into a small bowl, if the white is cooked, the egg is done. If not, try another in 5 minutes. When the eggs are done, use immediately, or let sit on the counter to cool slightly while you pull the rest of the dish together."
1147,237,2,"While the eggs are poaching, place a large skillet over medium heat, and cook the guanciale in a fine slick of olive oil until nicely browned, but before it has rendered all of its fat, you want it to be crispy-chewy. Remove it from the pan with a slotted spoon and reserve. Pour off any excess fat in the pan, then set it aside to use later.  Put a medium sized sauce pan over medium heat and toss in 2 tablespoons of the butter and the minced shallot, cook until soft and translucent.  Add the garlic, rosemary and pimenton, and stir for about 2-3 minutes.  Whisk in the cream and bring to a gentle boil, reduce the heat to low, then whisk in the balance of the butter in chunks until it is fully integrated.  Pour the grated cheese in slowly, whisking all the while until it is fully melted and the mix is smooth.  Mix with an immersion blender until silky smooth, then season to taste with salt and black pepper, remove from heat, cover and reserve."
1148,237,3,"Cook the pasta in a large pot of boiling, salted water per the manufacturers instructions for an al-dente texture.  When done, drain well (reserving a cup of cooking water to thin your sauce later in needed), and pour the pasta into the large skillet in which you cooked the guanciale.  Add the cream sauce and guanciale and place over a low-medium heat to warm through, tossing to mix well.  Season to taste with more salt and pepper if desired."
1149,237,4,"To plate, spoon the pasta mix into a heated bowl, break a poached egg in the center, top with parmesan shavings, minced parsley and freshly ground black pepper.  Just before eating, encourage all to stir the egg into the pasta until it melts completely."
1150,238,1,"Pre-heat oven to 350 degrees.  Mix together polenta, flour, and salt in a bowl."
1151,238,2,"Cream butter, sugar, and lemon zest  until pale and fluffy.  Add egg and egg yolk, one at a time, mixing well after each is added.  Mix in vanilla and lemon extracts."
1152,238,3,"Gradually add dry ingredients and mix until combined.  Transfer batter to a pastry bag with a star tip attachment.  [I use Wilton's 1M, Martha suggests Ateco's #825.]"
